600.000	3788.730
601.171	3774.276
602.341	3724.830
603.512	3698.419
604.682	3671.230
605.853	3648.553
607.023	3623.650
608.194	3597.559
609.365	3588.454
610.535	3574.609
611.706	3541.381
612.876	3525.025
614.047	3517.260
615.217	3501.104
616.388	3494.141
617.559	3475.970
618.729	3454.995
619.900	3429.603
621.070	3417.779
622.241	3417.014
623.411	3404.421
624.582	3396.972
625.753	3377.581
626.923	3381.729
628.094	3367.420
629.264	3347.343
630.435	3349.776
631.605	3358.738
632.776	3346.967
633.946	3342.534
635.117	3333.878
636.288	3326.692
637.458	3369.338
638.629	3339.590
639.799	3334.969
640.970	3328.396
642.140	3324.925
643.311	3341.711
644.482	3326.162
645.652	3332.345
646.823	3316.208
647.993	3319.547
649.164	3336.181
650.334	3342.163
651.505	3350.321
652.676	3359.981
653.846	3355.955
655.017	3358.386
656.187	3359.074
657.358	3352.802
658.528	3355.029
659.699	3367.836
660.870	3348.904
662.040	3362.799
663.211	3378.894
664.381	3392.093
665.552	3395.796
666.722	3406.313
667.893	3428.262
669.064	3459.070
670.234	3491.312
671.405	3509.311
672.575	3502.411
673.746	3477.529
674.916	3458.523
676.087	3443.661
677.258	3440.548
678.428	3427.337
679.599	3430.933
680.769	3429.737
681.940	3437.390
683.110	3450.484
684.281	3453.295
685.452	3437.309
686.622	3419.519
687.793	3410.365
688.963	3398.890
690.134	3373.483
691.304	3340.062
692.475	3329.306
693.645	3299.117
694.816	3275.487
695.987	3255.931
697.157	3231.218
698.328	3197.431
699.498	3181.675
700.669	3152.620
701.839	3122.718
703.010	3100.051
704.181	3078.105
705.351	3059.866
706.522	3022.875
707.692	3006.760
708.863	2970.147
710.033	2941.185
711.204	2913.160
712.375	2882.100
713.545	2856.476
714.716	2825.838
715.886	2785.661
717.057	2746.848
718.227	2711.212
719.398	2680.610
720.569	2662.092
721.739	2647.039
722.910	2600.298
724.080	2565.695
725.251	2530.170
726.421	2489.801
727.592	2455.046
728.763	2430.505
729.933	2394.203
731.104	2358.979
732.274	2321.465
733.445	2289.352
734.615	2262.560
735.786	2230.011
736.957	2200.290
738.127	2162.512
739.298	2137.881
740.468	2096.829
741.639	2059.458
742.809	2010.644
743.980	1976.199
745.151	1952.123
746.321	1916.027
747.492	1894.923
748.662	1871.013
749.833	1835.505
751.003	1798.897
752.174	1776.656
753.344	1739.210
754.515	1712.955
755.686	1702.950
756.856	1647.543
758.027	1618.109
759.197	1585.608
760.368	1568.130
761.538	1534.489
762.709	1518.345
763.880	1509.345
765.050	1477.080
766.221	1442.033
767.391	1399.579
768.562	1392.829
769.732	1370.306
770.903	1344.023
772.074	1325.251
773.244	1310.662
774.415	1278.460
775.585	1261.422
776.756	1231.470
777.926	1213.692
779.097	1192.195
780.268	1170.269
781.438	1149.637
782.609	1130.363
783.779	1127.352
784.950	1102.414
786.120	1074.323
787.291	1067.584
788.462	1039.386
789.632	1022.822
790.803	1000.349
791.973	977.929
793.144	967.846
794.314	961.639
795.485	944.950
796.656	924.289
797.826	903.478
798.997	885.975
800.167	871.284
801.338	856.984
802.508	851.733
803.679	834.656
804.849	819.109
806.020	804.704
807.191	792.254
808.361	780.724
809.532	792.814
810.702	770.725
811.873	767.879
813.043	780.873
814.214	770.204
815.385	756.623
816.555	758.353
817.726	757.262
818.896	753.396
820.067	737.241
821.237	719.362
822.408	720.913
823.579	701.023
824.749	685.497
825.920	671.657
827.090	675.365
828.261	662.099
829.431	663.468
830.602	658.250
831.773	649.035
832.943	639.043
834.114	634.205
835.284	626.099
836.455	607.102
837.625	603.358
838.796	596.154
839.967	589.817
841.137	595.736
842.308	579.206
843.478	577.570
844.649	568.621
845.819	563.896
846.990	563.412
848.161	544.183
849.331	545.421
850.502	543.559
851.672	533.896
852.843	537.627
854.013	525.772
855.184	511.025
856.355	516.354
857.525	503.894
858.696	504.251
859.866	496.793
861.037	507.425
862.207	483.559
863.378	488.181
864.548	471.847
865.719	477.401
866.890	478.680
868.060	476.386
869.231	472.963
870.401	472.688
871.572	449.410
872.742	454.717
873.913	455.061
875.084	443.938
876.254	435.745
877.425	439.844
878.595	432.853
879.766	421.355
880.936	411.046
882.107	410.647
883.278	400.944
884.448	410.378
885.619	408.445
886.789	408.206
887.960	419.050
889.130	413.040
890.301	419.437
891.472	415.438
892.642	432.022
893.813	419.986
894.983	415.552
896.154	411.455
897.324	422.799
898.495	423.823
899.666	411.663
900.836	403.359
902.007	393.947
903.177	386.752
904.348	372.750
905.518	370.758
906.689	357.258
907.860	369.392
909.030	349.764
910.201	339.519
911.371	328.710
912.542	335.725
913.712	345.408
914.883	331.339
916.054	324.981
917.224	308.872
918.395	287.694
919.565	297.891
920.736	309.495
921.906	292.159
923.077	294.594
924.247	280.987
925.418	276.427
926.589	276.775
927.759	272.672
928.930	268.814
930.100	255.677
931.271	271.831
932.441	257.143
933.612	245.960
934.783	262.979
935.953	250.019
937.124	245.106
938.294	246.354
939.465	243.062
940.635	255.109
941.806	240.697
942.977	236.108
944.147	225.754
945.318	240.491
946.488	235.440
947.659	220.198
948.829	221.078
950.000	215.147
