600.000	511.030
601.171	513.361
602.341	518.464
603.512	524.218
604.682	529.859
605.853	534.671
607.023	536.847
608.194	538.447
609.365	540.994
610.535	544.717
611.706	546.004
612.876	543.996
614.047	545.920
615.217	545.788
616.388	544.424
617.559	541.317
618.729	543.167
619.900	541.557
621.070	538.889
622.241	537.244
623.411	536.820
624.582	533.772
625.753	528.886
626.923	527.545
628.094	527.292
629.264	524.495
630.435	524.710
631.605	522.877
632.776	520.558
633.946	519.064
635.117	518.951
636.288	517.076
637.458	515.115
638.629	513.176
639.799	514.077
640.970	516.905
642.140	518.921
643.311	515.630
644.482	519.512
645.652	520.901
646.823	518.200
647.993	518.931
649.164	520.956
650.334	524.497
651.505	523.318
652.676	524.862
653.846	526.058
655.017	524.612
656.187	527.973
657.358	529.600
658.528	526.464
659.699	526.797
660.870	527.490
662.040	527.469
663.211	527.423
664.381	527.299
665.552	528.225
666.722	531.562
667.893	532.222
669.064	536.055
670.234	539.444
671.405	538.308
672.575	538.044
673.746	534.553
674.916	531.764
676.087	536.889
677.258	538.113
678.428	540.568
679.599	542.137
680.769	542.711
681.940	542.007
683.110	537.162
684.281	531.629
685.452	525.590
686.622	518.266
687.793	512.293
688.963	506.702
690.134	501.514
691.304	496.842
692.475	491.427
693.645	488.652
694.816	484.634
695.987	479.705
697.157	475.193
698.328	470.984
699.498	468.134
700.669	462.808
701.839	460.089
703.010	458.881
704.181	454.203
705.351	454.234
706.522	450.220
707.692	450.240
708.863	448.170
710.033	445.614
711.204	441.313
712.375	440.390
713.545	438.995
714.716	439.372
715.886	435.039
717.057	432.943
718.227	433.635
719.398	435.562
720.569	430.424
721.739	429.307
722.910	428.675
724.080	430.046
725.251	430.429
726.421	430.186
727.592	431.028
728.763	430.112
729.933	427.437
731.104	427.798
732.274	427.928
733.445	426.473
734.615	423.905
735.786	422.517
736.957	420.708
738.127	418.850
739.298	419.211
740.468	415.344
741.639	412.573
742.809	412.112
743.980	411.537
745.151	408.969
746.321	406.263
747.492	400.831
748.662	399.021
749.833	394.942
751.003	388.797
752.174	385.490
753.344	384.726
754.515	381.781
755.686	375.708
756.856	370.017
758.027	367.241
759.197	363.412
760.368	357.660
761.538	355.001
762.709	351.580
763.880	348.115
765.050	343.283
766.221	342.384
767.391	338.266
768.562	333.664
769.732	329.083
770.903	325.804
772.074	322.739
773.244	319.987
774.415	316.843
775.585	313.954
776.756	309.585
777.926	306.242
779.097	302.749
780.268	300.860
781.438	302.857
782.609	297.891
783.779	295.981
784.950	289.769
786.120	289.370
787.291	286.667
788.462	283.520
789.632	281.840
790.803	278.849
791.973	278.126
793.144	276.144
794.314	273.226
795.485	271.461
796.656	269.997
797.826	271.085
798.997	274.394
800.167	268.490
801.338	269.707
802.508	267.920
803.679	267.021
804.849	267.069
806.020	266.582
807.191	263.735
808.361	259.247
809.532	258.243
810.702	257.307
811.873	252.779
813.043	251.274
814.214	248.869
815.385	244.751
816.555	243.899
817.726	242.432
818.896	243.206
820.067	239.774
821.237	237.623
822.408	239.063
823.579	238.215
824.749	235.737
825.920	233.345
827.090	234.103
828.261	233.550
829.431	228.653
830.602	228.429
831.773	229.025
832.943	228.649
834.114	227.491
835.284	227.562
836.455	227.069
837.625	224.071
838.796	222.637
839.967	220.015
841.137	220.165
842.308	219.788
843.478	218.266
844.649	217.262
845.819	215.773
846.990	211.641
848.161	210.186
849.331	210.295
850.502	210.398
851.672	208.877
852.843	207.183
854.013	203.529
855.184	203.476
856.355	200.150
857.525	196.934
858.696	193.551
859.866	192.337
861.037	188.298
862.207	187.005
863.378	185.107
864.548	180.655
865.719	181.182
866.890	181.139
868.060	177.669
869.231	174.135
870.401	170.734
871.572	169.726
872.742	167.989
873.913	164.577
875.084	162.849
876.254	160.931
877.425	157.958
878.595	156.439
879.766	153.969
880.936	152.476
882.107	150.350
883.278	147.550
884.448	145.266
885.619	145.015
886.789	143.217
887.960	141.669
889.130	140.241
890.301	139.094
891.472	140.312
892.642	141.080
893.813	141.872
894.983	141.753
896.154	141.778
897.324	140.322
898.495	138.984
899.666	137.499
900.836	136.703
902.007	134.368
903.177	130.671
904.348	128.201
905.518	123.049
906.689	119.399
907.860	116.314
909.030	113.255
910.201	110.939
911.371	108.368
912.542	105.127
913.712	102.481
914.883	104.894
916.054	103.810
917.224	100.531
918.395	97.085
919.565	95.713
920.736	94.308
921.906	92.146
923.077	92.259
924.247	89.830
925.418	86.775
926.589	84.589
927.759	85.813
928.930	84.833
930.100	83.242
931.271	81.790
932.441	81.901
933.612	84.072
934.783	82.109
935.953	80.209
937.124	80.901
938.294	81.346
939.465	81.476
940.635	81.165
941.806	80.663
942.977	79.178
944.147	79.229
945.318	78.845
946.488	78.652
947.659	78.340
948.829	77.603
950.000	77.738
